amount,hour_of_day,is_weekend,payment_method,is_international,merchant_risk_tier,merchant_age_days,is_fraud
397.45,2,1,NETBANKING,0,LOW,877,0
219.61,5,0,CARD,0,LOW,549,0
464.37,5,1,NETBANKING,0,MEDIUM,250,0
253.57,13,0,WALLET,0,MEDIUM,688,0
287.8,3,1,WALLET,0,MEDIUM,226,0
410.89,4,0,CARD,1,LOW,336,0
337.57,14,1,UPI,0,LOW,927,0
293.99,23,0,WALLET,0,MEDIUM,377,0
3691.83,9,1,WALLET,0,LOW,357,0
176403.91,23,1,WALLET,0,LOW,377,0
758.93,1,0,UPI,0,HIGH,672,0
917.79,8,1,UPI,0,LOW,116,0
31.73,6,0,NETBANKING,0,LOW,859,0
663.37,7,0,WALLET,0,LOW,933,0
5298.89,22,0,WALLET,0,LOW,983,0
107.16,0,0,UPI,0,MEDIUM,410,0
880.59,3,0,CARD,0,LOW,296,0
429.84,19,0,WALLET,0,HIGH,11,0
898.83,10,1,WALLET,0,MEDIUM,740,0
467.91,11,0,CARD,0,LOW,806,0
605.47,10,0,CARD,0,LOW,849,0
119.55,23,0,WALLET,0,MEDIUM,483,0
12223.31,23,0,NETBANKING,0,LOW,43,0
333.82,16,1,NETBANKING,0,LOW,237,0
17324.36,19,0,WALLET,0,LOW,753,0
9735.9,2,0,WALLET,0,MEDIUM,593,0
4531.86,23,0,NETBANKING,0,LOW,578,0
1579.16,16,0,WALLET,0,HIGH,668,0
341.25,8,0,NETBANKING,0,LOW,104,0
972.38,23,0,WALLET,0,LOW,402,0
14313.24,2,0,CARD,0,LOW,960,0
446.52,6,1,CARD,0,MEDIUM,541,0
363.2,5,1,CARD,0,LOW,85,0
65.67,22,0,WALLET,0,MEDIUM,644,0
988.78,0,0,WALLET,0,LOW,364,0
740.17,0,1,WALLET,0,LOW,716,0
472.69,5,0,WALLET,0,LOW,118,0
939.06,14,0,CARD,0,HIGH,247,0
171.56,19,1,WALLET,0,LOW,63,0
477.63,11,1,WALLET,0,LOW,972,0
18533.17,2,0,UPI,0,MEDIUM,367,0
9862.9,1,1,UPI,0,MEDIUM,538,0
16865.64,21,0,NETBANKING,0,LOW,730,0
3625.42,19,1,NETBANKING,0,HIGH,648,0
676.03,1,0,CARD,0,LOW,948,0
2007.39,6,0,WALLET,0,MEDIUM,656,0
20.04,7,1,UPI,0,HIGH,623,0
92.08,14,0,WALLET,1,HIGH,780,1
543.9,11,1,CARD,0,MEDIUM,144,0
3132.09,15,0,WALLET,0,LOW,488,0
807.62,13,1,CARD,0,LOW,148,0
76.95,12,0,CARD,0,LOW,57,0
753.34,15,1,UPI,0,MEDIUM,406,0
552.8,18,1,NETBANKING,0,LOW,685,0
171.25,6,0,WALLET,0,LOW,325,0
13160.07,19,1,NETBANKING,0,MEDIUM,463,0
2162.14,13,1,NETBANKING,0,LOW,585,0
107.74,21,1,NETBANKING,0,LOW,943,0
677.77,23,0,UPI,0,LOW,124,0
365.45,0,1,CARD,0,LOW,576,0
958.57,22,1,NETBANKING,0,LOW,974,0
662.38,18,1,CARD,0,LOW,595,0
68.51,8,0,UPI,0,MEDIUM,262,0
151.26,0,0,WALLET,0,MEDIUM,837,0
4798.52,8,1,UPI,0,LOW,486,0
7840.92,5,1,UPI,0,MEDIUM,806,0
813.84,8,0,UPI,0,LOW,270,0
586.07,3,1,CARD,0,LOW,872,0
807.14,11,0,CARD,0,LOW,986,0
546.29,18,1,CARD,0,MEDIUM,123,0
66.69,22,1,WALLET,0,LOW,349,0
219.82,23,0,WALLET,0,LOW,527,0
405.34,12,1,NETBANKING,0,LOW,38,0
9510.67,23,1,WALLET,1,HIGH,904,0
637.64,11,1,NETBANKING,0,MEDIUM,426,0
536.61,18,1,UPI,0,LOW,751,0
786.44,1,0,NETBANKING,0,MEDIUM,159,0
115333.58,19,1,CARD,0,LOW,105,1
118.72,15,0,UPI,0,LOW,38,0
951.91,2,1,UPI,0,LOW,738,0
17893.92,1,1,UPI,1,LOW,700,0
720.41,5,1,NETBANKING,1,MEDIUM,967,0
863.73,6,1,CARD,0,LOW,167,0
901.45,18,0,UPI,0,LOW,972,0
548.6,9,1,NETBANKING,1,HIGH,213,1
2023.02,12,1,WALLET,0,HIGH,144,0
520.17,14,0,WALLET,0,LOW,54,0
9385.61,5,1,WALLET,0,LOW,493,0
833.24,18,0,NETBANKING,0,LOW,425,0
1550.38,16,0,WALLET,0,MEDIUM,704,0
154677.23,18,0,CARD,0,LOW,457,1
360.41,0,1,NETBANKING,0,MEDIUM,215,0
422.89,23,0,CARD,0,LOW,850,0
831.31,17,0,NETBANKING,1,LOW,583,0
185.64,13,1,WALLET,1,LOW,206,0
14862.02,13,0,WALLET,1,LOW,221,0
214.66,20,0,CARD,0,LOW,638,0
789.03,13,0,NETBANKING,0,LOW,425,0
995.05,1,0,CARD,0,LOW,373,0
902.68,23,0,UPI,0,LOW,361,0
554.79,5,0,WALLET,0,LOW,109,0
529.48,6,0,NETBANKING,0,MEDIUM,528,0
144.85,4,0,WALLET,0,LOW,745,0
14683.14,9,1,CARD,0,MEDIUM,374,0
138.51,4,0,NETBANKING,0,HIGH,498,0
327.27,21,0,UPI,0,MEDIUM,785,0
660.77,20,1,UPI,0,LOW,28,0
7087.35,9,0,UPI,0,MEDIUM,371,0
360.96,3,1,NETBANKING,0,MEDIUM,685,0
6809.21,11,0,WALLET,0,LOW,63,0
535.86,3,1,CARD,0,LOW,39,0
156.22,20,0,UPI,0,LOW,936,0
969.68,11,0,CARD,1,LOW,383,0
18853.12,18,0,CARD,0,LOW,354,0
140.85,2,0,WALLET,1,MEDIUM,106,0
92.05,3,0,CARD,0,LOW,597,0
591.88,8,0,NETBANKING,0,MEDIUM,838,0
990.03,18,1,NETBANKING,0,HIGH,878,0
724.09,14,1,WALLET,0,HIGH,442,0
364.6,14,1,UPI,0,LOW,979,0
154.14,11,1,UPI,0,LOW,585,0
8354.42,1,0,UPI,0,HIGH,443,0
4696.58,19,0,NETBANKING,0,LOW,819,0
141.81,15,1,UPI,0,LOW,55,0
75225.58,16,1,CARD,0,LOW,979,0
433.57,5,0,UPI,0,LOW,698,0
678.91,10,1,WALLET,0,LOW,347,0
639.4,23,1,NETBANKING,0,HIGH,86,0
5911.83,22,1,NETBANKING,0,MEDIUM,780,0
229.57,17,0,WALLET,0,MEDIUM,330,0
11374.56,10,0,CARD,0,MEDIUM,15,0
33.96,3,1,WALLET,0,MEDIUM,595,0
2189.84,14,1,CARD,0,HIGH,25,0
49163.1,22,1,WALLET,0,LOW,683,0
351.52,0,1,UPI,0,HIGH,88,0
143482.14,3,1,CARD,0,MEDIUM,201,1
507.74,4,0,CARD,0,MEDIUM,876,0
102.73,16,1,WALLET,0,LOW,252,0
875.22,23,0,WALLET,1,LOW,120,0
425.81,19,0,UPI,0,LOW,100,0
8321.48,8,1,WALLET,0,LOW,354,0
484.04,3,1,CARD,0,LOW,284,0
11960.27,6,0,CARD,0,LOW,547,0
11576.62,1,1,NETBANKING,0,MEDIUM,127,0
396.86,23,0,CARD,0,MEDIUM,497,0
54.08,17,1,UPI,0,MEDIUM,146,0
172.66,14,1,UPI,0,LOW,4,0
240.2,15,1,CARD,0,LOW,918,0
699.87,18,1,NETBANKING,0,LOW,352,0
14700.15,9,1,NETBANKING,0,LOW,159,0
25.42,19,0,NETBANKING,0,MEDIUM,276,0
7360.7,22,0,CARD,0,LOW,137,0
708.38,10,0,NETBANKING,0,LOW,741,0
61.1,8,0,NETBANKING,0,MEDIUM,125,0
733.46,20,1,NETBANKING,0,MEDIUM,629,0
519.12,21,0,UPI,0,LOW,856,0
17472.64,16,1,WALLET,0,LOW,491,0
325.09,15,0,UPI,0,HIGH,419,0
991.56,14,1,NETBANKING,0,MEDIUM,681,0
831.52,17,0,CARD,0,LOW,793,0
711.19,0,0,NETBANKING,0,LOW,488,0
582.4,20,0,NETBANKING,1,LOW,956,0
544.69,13,1,NETBANKING,0,LOW,863,0
215.92,21,1,NETBANKING,1,MEDIUM,426,0
673.19,0,0,CARD,0,MEDIUM,316,0
248.73,0,1,WALLET,0,LOW,526,0
8664.32,16,0,CARD,0,MEDIUM,858,0
554.85,2,1,WALLET,0,MEDIUM,306,0
933.44,8,1,WALLET,0,LOW,388,0
230.18,18,0,UPI,0,LOW,482,0
527.88,0,1,UPI,0,HIGH,607,0
547.36,22,0,UPI,0,LOW,689,0
2596.86,23,0,WALLET,0,LOW,459,0
622.96,13,1,WALLET,0,MEDIUM,352,0
625.75,15,0,UPI,0,MEDIUM,547,0
223.42,19,1,WALLET,0,MEDIUM,557,0
539.93,19,1,WALLET,0,MEDIUM,998,0
17282.0,21,1,WALLET,0,MEDIUM,576,0
15750.28,11,0,NETBANKING,1,HIGH,555,1
2634.74,19,0,WALLET,0,MEDIUM,179,0
971.34,10,1,WALLET,1,LOW,676,0
3830.86,8,1,WALLET,0,LOW,560,0
975.7,7,0,UPI,0,MEDIUM,414,0
59.57,19,1,NETBANKING,0,MEDIUM,786,0
968.72,1,1,WALLET,0,MEDIUM,123,0
742.23,14,0,UPI,0,LOW,590,0
14176.93,23,1,NETBANKING,0,LOW,271,0
451.0,21,0,WALLET,0,LOW,620,0
7682.17,18,0,CARD,0,MEDIUM,192,0
54.51,1,0,NETBANKING,0,LOW,272,0
108.73,20,1,UPI,1,LOW,110,0
8251.57,20,0,NETBANKING,1,LOW,25,0
469.6,14,0,UPI,0,LOW,973,0
302.34,14,1,WALLET,0,LOW,609,0
12402.72,7,1,CARD,1,MEDIUM,705,0
11643.03,20,0,UPI,0,LOW,393,0
4577.51,12,0,UPI,0,MEDIUM,215,0
156.25,17,1,WALLET,0,LOW,867,0
10363.94,5,0,UPI,0,LOW,202,0
327.76,10,0,NETBANKING,0,LOW,224,0
18601.91,22,0,UPI,0,LOW,777,0
643.26,13,1,UPI,0,HIGH,285,0
957.62,1,0,CARD,0,MEDIUM,437,0
13971.66,11,0,UPI,0,MEDIUM,71,0
432.12,17,0,WALLET,0,LOW,124,0
967.18,23,0,WALLET,0,LOW,594,0
6429.52,5,0,WALLET,0,LOW,170,0
644.1,14,0,WALLET,0,LOW,779,0
256.1,22,1,NETBANKING,0,MEDIUM,707,0
3579.25,1,1,NETBANKING,0,LOW,460,0
696.24,8,1,UPI,0,LOW,49,0
9910.5,20,1,WALLET,0,HIGH,187,0
425.03,4,0,WALLET,0,MEDIUM,825,0
21783.29,21,0,NETBANKING,0,LOW,492,0
675.43,18,0,UPI,0,LOW,101,0
8667.14,14,1,NETBANKING,0,LOW,388,0
929.83,11,0,NETBANKING,0,LOW,807,0
587.71,9,0,NETBANKING,1,LOW,393,0
998.75,18,1,CARD,0,LOW,335,0
18879.15,16,1,CARD,0,MEDIUM,976,0
180.18,16,0,UPI,0,LOW,137,0
81702.59,10,1,WALLET,0,LOW,855,0
300.87,20,1,NETBANKING,0,HIGH,369,0
19.11,1,0,CARD,0,MEDIUM,737,0
12899.61,13,1,UPI,0,MEDIUM,141,0
19.93,13,1,CARD,0,LOW,643,0
196.59,2,0,NETBANKING,0,LOW,96,0
565.42,22,0,WALLET,0,LOW,417,0
598.47,7,0,WALLET,0,LOW,680,0
169.26,0,1,CARD,0,HIGH,731,0
977.3,23,0,WALLET,0,LOW,781,0
296.8,20,0,NETBANKING,0,HIGH,214,0
483.81,11,1,CARD,0,LOW,89,0
121.77,2,0,UPI,0,LOW,572,0
82.71,20,1,CARD,0,LOW,557,0
11759.09,13,1,UPI,0,MEDIUM,151,0
829.9,13,1,UPI,0,LOW,383,0
415.65,13,0,CARD,0,LOW,897,0
1358.95,1,1,NETBANKING,0,LOW,386,0
348.57,6,0,UPI,0,MEDIUM,105,0
8367.75,0,0,UPI,0,MEDIUM,8,0
325.86,15,0,CARD,0,LOW,463,0
8949.03,2,0,CARD,0,LOW,716,0
32.45,7,0,NETBANKING,0,MEDIUM,415,0
707.33,10,1,WALLET,0,LOW,990,0
348.03,21,0,WALLET,0,MEDIUM,941,0
87.52,23,1,UPI,0,LOW,508,0
5979.79,23,0,WALLET,0,MEDIUM,341,0
314.1,21,1,UPI,0,LOW,664,0
533.73,15,1,NETBANKING,0,LOW,336,0
15744.72,1,1,CARD,0,LOW,964,0
1643.54,2,1,NETBANKING,0,LOW,490,0
751.65,22,1,NETBANKING,0,LOW,301,0
177.17,21,1,NETBANKING,0,HIGH,327,0
633.68,3,1,CARD,0,LOW,876,0
709.42,18,1,NETBANKING,0,LOW,288,0
10.47,15,1,WALLET,0,LOW,956,0
638.34,3,1,WALLET,1,LOW,586,0
91.0,11,0,NETBANKING,0,LOW,796,0
604.3,22,0,CARD,0,LOW,240,0
3217.95,1,0,NETBANKING,0,LOW,118,0
758.89,19,1,CARD,0,MEDIUM,326,0
19863.55,3,1,CARD,0,LOW,898,0
89.46,8,0,WALLET,0,HIGH,560,0
734.08,7,1,UPI,0,HIGH,343,0
65396.11,13,0,WALLET,0,LOW,220,0
30.66,11,0,NETBANKING,0,MEDIUM,737,0
705.76,9,1,CARD,0,MEDIUM,722,0
116.81,14,1,NETBANKING,0,MEDIUM,825,0
989.09,0,0,UPI,0,LOW,702,0
173.19,6,0,WALLET,1,MEDIUM,692,0
5605.47,14,0,WALLET,0,LOW,870,0
927.67,5,0,CARD,0,LOW,517,0
894.1,2,0,CARD,0,MEDIUM,724,0
219.12,15,1,NETBANKING,0,MEDIUM,48,0
643.23,8,1,WALLET,0,LOW,138,0
870.61,17,0,UPI,0,LOW,430,0
411.91,0,0,WALLET,0,LOW,993,0
961.93,8,1,NETBANKING,0,MEDIUM,645,0
896.11,11,0,UPI,0,LOW,540,0
381.69,2,0,CARD,0,MEDIUM,774,0
7577.44,15,0,WALLET,0,LOW,572,0
708.42,15,0,WALLET,0,MEDIUM,30,0
920.72,22,1,WALLET,0,LOW,272,0
383.93,4,1,WALLET,0,LOW,142,0
777.43,18,1,WALLET,0,LOW,829,0
624.33,20,1,WALLET,0,LOW,675,0
68.17,10,1,UPI,0,MEDIUM,810,0
327.57,21,0,NETBANKING,0,LOW,844,0
966.87,3,0,NETBANKING,0,MEDIUM,239,0
907.66,1,0,UPI,0,LOW,92,0
987.73,13,1,NETBANKING,0,LOW,128,0
801.33,12,0,CARD,0,LOW,950,0
153.0,9,1,WALLET,0,HIGH,128,0
404.43,5,1,CARD,0,MEDIUM,903,0
10522.22,17,1,WALLET,0,LOW,221,0
861.7,0,1,UPI,0,LOW,31,0
212.61,12,0,WALLET,0,MEDIUM,802,0
65.03,6,0,UPI,0,LOW,79,0
914.99,2,0,WALLET,0,LOW,569,0
1524.11,20,1,UPI,0,LOW,542,0
18.93,10,0,UPI,0,LOW,612,0
861.91,4,1,WALLET,0,LOW,40,0
870.34,22,1,UPI,0,LOW,469,0
376.44,3,0,UPI,0,HIGH,830,0
630.51,20,1,WALLET,1,LOW,929,0
122.33,17,1,CARD,0,LOW,511,0
667.77,16,1,UPI,0,LOW,756,0
3359.26,2,1,WALLET,0,MEDIUM,562,0
579.28,1,0,UPI,0,MEDIUM,183,0
468.67,20,0,WALLET,0,LOW,950,0
643.41,6,0,UPI,0,LOW,794,0
531.9,0,1,CARD,0,MEDIUM,445,0
633.68,8,0,CARD,0,HIGH,126,0
933.46,23,0,UPI,0,LOW,469,0
608.95,6,1,NETBANKING,0,MEDIUM,767,0
856.29,4,0,CARD,0,LOW,907,0
41701.82,8,0,CARD,0,LOW,870,0
821.71,4,1,UPI,0,MEDIUM,211,0
17612.3,4,1,WALLET,0,LOW,673,0
597.91,7,0,UPI,0,LOW,963,0
2689.98,6,1,CARD,0,MEDIUM,139,0
2345.77,20,0,UPI,0,LOW,888,0
874.86,6,1,UPI,0,MEDIUM,398,0
271.21,21,1,NETBANKING,0,LOW,747,0
386.22,19,0,NETBANKING,0,LOW,186,0
369.69,1,1,WALLET,0,HIGH,627,0
338.06,7,0,CARD,0,LOW,295,0
360.76,19,0,UPI,0,MEDIUM,310,0
564.0,13,0,NETBANKING,0,MEDIUM,886,0
14020.02,6,1,CARD,0,LOW,424,0
2451.47,16,0,NETBANKING,1,LOW,722,0
520.23,21,0,UPI,0,LOW,469,0
133866.75,6,0,WALLET,0,HIGH,967,1
17456.44,21,1,CARD,0,LOW,88,0
164.53,9,0,CARD,0,MEDIUM,286,0
8721.17,19,0,CARD,0,HIGH,831,0
921.54,22,0,UPI,0,MEDIUM,886,0
254.33,16,1,CARD,0,LOW,274,0
8664.1,20,0,UPI,0,MEDIUM,802,0
725.83,23,1,UPI,0,LOW,505,0
541.38,13,1,UPI,0,LOW,878,0
824.0,4,1,CARD,1,LOW,261,0
869.44,1,1,NETBANKING,0,LOW,491,0
1604.19,13,0,WALLET,0,LOW,260,0
110.44,1,1,UPI,0,MEDIUM,558,0
109161.22,4,0,NETBANKING,0,LOW,847,1
163.36,4,1,UPI,0,LOW,898,0
12579.33,12,0,UPI,0,HIGH,871,0
38.86,15,0,CARD,0,HIGH,393,0
90.66,17,1,CARD,0,LOW,703,0
508.21,22,1,NETBANKING,0,MEDIUM,175,0
121.8,6,0,WALLET,0,MEDIUM,507,0
640.51,22,0,NETBANKING,0,LOW,966,0
518.01,2,0,CARD,0,HIGH,745,0
9296.49,11,1,UPI,0,LOW,764,0
187673.23,22,0,UPI,0,MEDIUM,859,0
292.96,14,0,CARD,0,LOW,603,0
923.64,23,1,NETBANKING,1,LOW,174,0
479.18,23,0,WALLET,0,LOW,532,0
90.3,21,0,CARD,0,LOW,666,0
298.91,23,1,UPI,0,LOW,666,0
85.05,5,1,NETBANKING,1,LOW,405,0
3466.6,5,1,UPI,0,HIGH,628,0
223.59,1,1,NETBANKING,0,LOW,426,0
647.49,15,1,CARD,1,MEDIUM,177,0
17336.05,6,0,NETBANKING,0,LOW,948,0
950.48,23,1,UPI,1,LOW,316,0
17462.63,1,0,UPI,0,MEDIUM,930,0
408.08,19,0,WALLET,0,MEDIUM,308,0
18134.15,12,0,CARD,0,MEDIUM,65,0
736.03,5,0,CARD,0,MEDIUM,173,0
966.6,13,0,NETBANKING,0,MEDIUM,128,0
690.21,0,0,UPI,1,MEDIUM,13,1
812.52,12,0,UPI,0,LOW,366,0
994.46,3,0,CARD,0,LOW,889,0
390.94,3,0,CARD,0,HIGH,835,0
10016.43,17,0,UPI,0,LOW,706,0
950.71,6,0,CARD,0,LOW,620,0
12851.93,9,0,WALLET,0,LOW,556,0
263.35,2,1,UPI,0,MEDIUM,272,0
536.73,9,1,UPI,0,LOW,989,0
15463.42,10,0,UPI,0,LOW,875,0
123.26,9,0,UPI,0,HIGH,114,0
3599.5,2,1,WALLET,0,LOW,240,0
672.47,3,0,WALLET,0,MEDIUM,427,0
717.76,21,1,UPI,0,LOW,631,0
248.85,10,0,CARD,0,LOW,948,0
268.46,2,1,CARD,0,LOW,70,0
9848.46,18,1,NETBANKING,0,MEDIUM,922,0
95566.85,1,0,NETBANKING,1,HIGH,919,1
7802.97,22,0,UPI,1,LOW,671,0
9647.5,17,0,CARD,0,LOW,563,0
1539.97,6,1,CARD,0,MEDIUM,715,0
572.38,9,0,NETBANKING,0,MEDIUM,671,0
157090.28,20,1,UPI,0,MEDIUM,499,0
621.03,9,0,UPI,0,LOW,230,0
524.56,12,0,NETBANKING,0,LOW,437,0
751.17,10,0,WALLET,0,LOW,7,0
15220.28,17,0,WALLET,0,LOW,486,0
16859.01,12,0,CARD,0,LOW,590,0
9926.51,1,0,WALLET,0,MEDIUM,845,0
446.52,16,1,WALLET,0,LOW,994,0
19435.24,22,1,CARD,0,LOW,911,0
8103.11,9,0,WALLET,0,MEDIUM,552,0
76.84,13,1,CARD,0,LOW,469,0
850.86,21,1,NETBANKING,0,LOW,954,0
749.39,11,1,WALLET,1,LOW,32,0
185482.85,22,1,WALLET,0,HIGH,786,1
857.65,16,1,UPI,0,LOW,27,0
589.07,10,0,NETBANKING,0,MEDIUM,445,0
19203.29,5,0,NETBANKING,0,MEDIUM,699,0
411.1,8,0,NETBANKING,0,MEDIUM,45,0
846.0,20,1,CARD,0,MEDIUM,528,0
927.79,23,1,CARD,0,MEDIUM,182,0
617.86,0,1,NETBANKING,0,LOW,601,0
82.45,4,1,CARD,0,MEDIUM,501,0
13912.27,20,0,NETBANKING,0,LOW,189,0
863.93,1,0,CARD,0,LOW,556,0
806.64,21,1,NETBANKING,0,MEDIUM,162,0
808.5,5,0,CARD,0,LOW,602,0
11312.95,20,1,UPI,0,LOW,311,0
232.16,0,1,UPI,0,LOW,387,0
533.27,7,1,NETBANKING,0,LOW,615,0
269.77,19,0,UPI,0,MEDIUM,583,0
114.64,11,1,WALLET,0,MEDIUM,397,0
76.77,19,1,CARD,0,LOW,696,0
841.76,23,1,CARD,0,MEDIUM,567,0
4847.68,18,0,UPI,0,MEDIUM,14,0
49.09,4,0,NETBANKING,0,LOW,627,0
5312.23,6,1,WALLET,0,HIGH,992,0
536.77,17,0,WALLET,0,LOW,839,0
489.11,19,1,UPI,0,MEDIUM,639,0
6488.14,23,0,CARD,0,MEDIUM,2,0
468.22,5,1,CARD,0,MEDIUM,151,0
93.99,23,0,UPI,0,MEDIUM,832,0
79056.61,22,1,WALLET,0,LOW,459,0
13913.72,7,1,NETBANKING,0,MEDIUM,560,0
162126.82,8,1,UPI,0,MEDIUM,323,0
13695.39,5,1,WALLET,0,LOW,868,0
195.75,15,1,CARD,0,MEDIUM,837,0
823.41,15,0,NETBANKING,0,LOW,947,0
257.55,3,1,UPI,0,LOW,93,0
90.47,6,1,NETBANKING,0,MEDIUM,526,0
37878.16,0,0,NETBANKING,0,LOW,483,0
15629.95,14,0,WALLET,0,MEDIUM,269,0
704.86,19,0,CARD,1,MEDIUM,853,0
958.91,10,0,WALLET,0,LOW,610,0
188152.34,12,0,NETBANKING,0,LOW,980,0
504.22,10,1,WALLET,1,LOW,504,0
791.45,7,1,WALLET,0,LOW,629,0
8676.23,20,1,NETBANKING,0,MEDIUM,608,0
12995.98,21,1,UPI,0,HIGH,4,0
337.91,18,0,CARD,0,LOW,417,0
436.53,18,1,UPI,0,MEDIUM,126,0
116.73,20,0,UPI,0,LOW,115,0
536.74,10,1,UPI,0,LOW,366,0
692.39,11,0,NETBANKING,0,MEDIUM,284,0
31426.6,20,1,WALLET,0,LOW,555,0
724.16,18,1,CARD,0,LOW,982,0
997.73,11,1,CARD,0,LOW,251,0
332.15,10,0,CARD,0,LOW,735,0
463.58,0,1,CARD,0,HIGH,408,0
89.26,8,1,CARD,0,LOW,796,0
677.43,5,1,CARD,0,LOW,235,0
877.72,20,1,CARD,0,MEDIUM,839,0
180379.24,17,0,NETBANKING,0,LOW,234,0
18734.02,5,1,UPI,0,LOW,554,0
334.61,1,1,WALLET,1,MEDIUM,696,0
414.1,1,1,NETBANKING,1,LOW,909,0
351.32,2,0,WALLET,0,MEDIUM,758,0
683.11,12,0,UPI,0,LOW,830,0
451.31,3,0,NETBANKING,0,LOW,780,0
677.56,18,0,WALLET,0,MEDIUM,586,0
204.54,9,0,UPI,0,LOW,604,0
10346.01,6,1,CARD,0,HIGH,370,0
696.49,4,0,WALLET,0,MEDIUM,285,0
455.62,12,1,WALLET,0,LOW,882,0
629.24,6,1,UPI,0,LOW,994,0
445.78,20,0,CARD,0,MEDIUM,56,0
42.36,7,1,WALLET,0,HIGH,781,0
349.21,8,1,NETBANKING,0,HIGH,350,0
19859.72,1,1,WALLET,0,LOW,758,0
4211.15,17,0,WALLET,0,LOW,828,0
12.83,18,1,NETBANKING,0,LOW,331,0
11568.02,11,0,UPI,0,LOW,910,0
55590.76,0,0,NETBANKING,0,LOW,150,0
676.82,5,1,UPI,0,LOW,895,0
10828.56,5,0,CARD,0,MEDIUM,288,0
110.48,7,0,UPI,0,MEDIUM,275,0
507.18,10,1,UPI,0,HIGH,142,0
12809.08,13,0,UPI,0,HIGH,955,0
564.49,12,0,NETBANKING,0,LOW,705,0
396.09,20,1,WALLET,0,LOW,88,0
76.9,18,1,WALLET,0,MEDIUM,217,0
551.47,0,1,WALLET,1,LOW,249,1
8873.68,20,0,UPI,0,LOW,337,0
985.91,9,0,CARD,0,MEDIUM,398,0
368.76,8,0,CARD,0,MEDIUM,485,0
457.53,11,0,CARD,0,LOW,887,0
119.54,12,1,CARD,0,LOW,834,0
165.01,22,1,CARD,0,MEDIUM,868,0
2008.46,19,0,WALLET,0,LOW,84,0
245.94,12,1,NETBANKING,1,LOW,66,0
272.09,21,0,UPI,0,MEDIUM,165,0
843.74,11,1,WALLET,0,LOW,656,0
227.74,4,0,NETBANKING,0,LOW,999,0
832.11,8,1,CARD,0,MEDIUM,64,0
5804.18,19,0,WALLET,0,LOW,168,0
79.32,15,0,NETBANKING,0,LOW,663,0
11820.15,6,0,CARD,0,MEDIUM,827,0
867.91,22,1,CARD,0,HIGH,674,0
175.33,14,1,CARD,0,HIGH,863,0
3174.15,12,0,CARD,0,HIGH,263,0
937.61,3,1,UPI,0,LOW,335,0
19540.43,12,1,WALLET,0,LOW,697,0
380.76,21,0,WALLET,0,LOW,144,0
531.22,15,1,WALLET,0,MEDIUM,195,0
654.62,8,0,CARD,0,LOW,513,0
201.86,2,0,UPI,0,LOW,380,0
671.95,19,1,WALLET,0,LOW,984,0
846.75,13,1,CARD,0,LOW,98,0
75.81,22,1,NETBANKING,0,LOW,946,0
426.05,19,1,CARD,0,LOW,236,0
825.53,20,1,CARD,0,MEDIUM,167,0
841.89,12,0,UPI,0,LOW,931,0
353.53,11,1,NETBANKING,0,LOW,138,0
142.96,11,1,NETBANKING,0,MEDIUM,221,0
688.97,20,0,WALLET,0,MEDIUM,656,0
18184.92,13,1,CARD,0,LOW,140,0
6770.84,8,0,CARD,0,MEDIUM,926,0
936.52,17,0,UPI,0,MEDIUM,374,0
471.58,20,0,NETBANKING,0,LOW,625,0
436.52,20,0,WALLET,0,LOW,661,0
261.19,21,1,CARD,0,LOW,521,0
756.06,12,1,CARD,0,LOW,809,0
506.31,17,0,WALLET,0,LOW,879,0
508.55,3,0,UPI,0,LOW,360,0
311.28,13,0,NETBANKING,0,MEDIUM,841,0
296.5,11,0,WALLET,0,LOW,7,0
281.08,0,0,UPI,1,MEDIUM,337,0
10504.13,8,0,NETBANKING,0,LOW,666,0
990.67,6,0,UPI,0,HIGH,305,0
345.84,6,1,CARD,1,HIGH,271,0
285.59,1,0,WALLET,0,LOW,582,0
122.92,5,0,WALLET,0,LOW,101,0
951.22,15,0,NETBANKING,0,LOW,225,0
5001.65,23,0,UPI,0,MEDIUM,878,0
6365.06,17,1,NETBANKING,1,LOW,972,0
985.48,11,0,NETBANKING,0,MEDIUM,874,0
81.29,9,0,CARD,0,LOW,631,0
120.86,5,0,UPI,0,LOW,219,0
917.09,20,1,NETBANKING,0,HIGH,700,0
618.55,3,1,NETBANKING,1,LOW,521,0
676.41,12,0,CARD,0,LOW,193,0
164.78,17,1,WALLET,0,HIGH,493,0
434.41,23,1,NETBANKING,0,LOW,534,0
796.37,17,1,UPI,0,MEDIUM,201,0
3399.84,21,0,UPI,0,LOW,472,0
442.99,11,0,NETBANKING,0,HIGH,491,0
502.7,9,1,NETBANKING,0,LOW,666,0
598.66,10,0,WALLET,0,MEDIUM,884,0
433.3,6,1,WALLET,0,LOW,138,0
8164.94,4,0,WALLET,0,MEDIUM,998,0
870.95,15,0,UPI,0,LOW,648,0
13986.23,0,1,CARD,0,MEDIUM,90,0
101.78,11,1,UPI,0,LOW,689,0
93.77,18,0,UPI,0,MEDIUM,451,0
15083.8,0,1,WALLET,0,LOW,236,0
913.96,23,1,WALLET,0,LOW,60,0
170.77,3,0,WALLET,0,HIGH,883,0
435.79,18,1,NETBANKING,0,MEDIUM,555,0
8915.15,20,0,WALLET,0,LOW,658,0
933.75,18,1,UPI,0,LOW,31,0
11084.0,19,0,CARD,0,LOW,75,0
